477,धर्मी,dharmī,The supporter of dharma
478,सत्,sat,existence
479,असत्,asat,illusion
480,क्षरम्,kṣaram,He who appears to perish
481,अक्षरम्,akṣaram,Imperishable
482,अविज्ञाता,avijñātā,The non-knower (The knower being the conditioned soul within the body)
483,सहस्रांशुः,sahasrāṃśuḥ,The thousand-rayed
484,विधाता,vidhātā,All supporter
485,कृतलक्षणः,kṛtalakṣaṇaḥ,One who is famous for His qualities
486,गभस्तिनेमिः,gabhastinemiḥ,The hub of the universal wheel
487,सत्त्वस्थः,sattvasthaḥ,Situated in sattva
488,सिंहः,siṃhaḥ,The lion
489,भूतमहेश्वरः,bhūtamaheśvaraḥ,The great lord of beings
490,आदिदेवः,ādidevaḥ,The first deity
491,महादेवः,mahādevaḥ,The great deity
492,देवेशः,deveśaḥ,The Lord of all devas
493,देवभृद्गुरुः,devabhṛdguruḥ,Advisor of Indra
494,उत्तरः,uttaraḥ,He who lifts us from the ocean of samsara
495,गोपतिः,gopatiḥ,The shepherd
496,गोप्ता,goptā,The protector
497,ज्ञानगम्यः,jñānagamyaḥ,One who is experienced through pure knowledge
498,पुरातनः,purātanaḥ,He who was even before time
499,शरीरभूतभृत्,śarīrabhūtabhṛt,One who nourishes the nature from which the bodies came
500,भोक्ता,bhoktā,The enjoyer
501,कपीन्द्रः,kapīndraḥ,Lord of the monkeys (Rama)
502,भूरिदक्षिणः,bhūridakṣiṇaḥ,He who gives away large gifts
503,सोमपः,somapaḥ,One who takes Soma in the yajnas
504,अमृतपः,amṛtapaḥ,One who drinks the nectar
505,सोमः,somaḥ,One who as the moon nourishes plants
506,पुरुजित्,purujit,One who has conquered numerous enemies
507,पुरुसत्तमः,purusattamaḥ,The greatest of the great
508,विनयः,vinayaḥ,He who humiliates those who are unrighteous
509,जयः,jayaḥ,The victorious
510,सत्यसन्धः,satyasandhaḥ,Of truthful resolution
511,दाशार्हः,dāśārhaḥ,One who was born in the Dasarha race
512,सात्त्वतां पतिः,sāttvatāṃ patiḥ,The Lord of the Satvatas
513,जीवः,jīvaḥ,One who functions as the ksetrajna
514,विनयितासाक्षी,vinayitāsākṣī,The witness of modesty
515,मुकुन्दः,mukundaḥ,The giver of liberation
516,अमितविक्रमः,amitavikramaḥ,Of immeasurable prowess
517,अम्भोनिधिः,ambhonidhiḥ,The substratum of the four types of beings
518,अनन्तात्मा,anantātmā,The infinite self
519,महोदधिशयः,mahodadhiśayaḥ,One who rests on the great ocean
520,अन्तकः,antakaḥ,The death
521,अजः,ajaḥ,Unborn
522,महार्हः,mahārhaḥ,One who deserves the highest worship
523,स्वाभाव्यः,svābhāvyaḥ,Ever rooted in the nature of His own self
524,जितामित्रः,jitāmitraḥ,One who has conquered all enemies
525,प्रमोदनः,pramodanaḥ,Ever-blissful
526,आनन्दः,ānandaḥ,A mass of pure bliss
527,नन्दनः,nandanaḥ,One who makes others blissful
528,नन्दः,nandaḥ,Free from all worldly pleasures
529,सत्यधर्मा,satyadharmā,One who has in Himself all true dharmas
530,त्रिविक्रमः,trivikramaḥ,One who took three steps
531,महर्षिः कपिलाचार्यः,maharṣiḥ kapilācāryaḥ,"He who incarnated as Kapila, the great sage"
532,कृतज्ञः,kṛtajñaḥ,The knower of the creation
533,मेदिनीपतिः,medinīpatiḥ,The Lord of the earth
534,त्रिपदः,tripadaḥ,One who has taken three steps
535,त्रिदशाध्यक्षः,tridaśādhyakṣaḥ,The Lord of the three states of consciousness
536,महाशृंगः,mahāśṛṃgaḥ,Great-horned (Matsya)
537,कृतान्तकृत्,kṛtāntakṛt,Destroyer of the creation
538,महावराहः,mahāvarāhaḥ,The great boar
539,गोविन्दः,govindaḥ,One who is known through Vedanta
540,सुषेणः,suṣeṇaḥ,He who has a charming army
541,कनकांगदी,kanakāṃgadī,Wearer of bright-as-gold armlets
542,गुह्यः,guhyaḥ,The mysterious
543,गभीरः,gabhīraḥ,The unfathomable
544,गहनः,gahanaḥ,Impenetrable
545,गुप्तः,guptaḥ,The well-concealed
546,चक्रगदाधरः,cakragadādharaḥ,Bearer of the disc and mace
547,वेधाः,vedhāḥ,Creator of the universe
548,स्वांगः,svāṃgaḥ,One with well-proportioned limbs
549,अजितः,ajitaḥ,Vanquished by none
550,कृष्णः,kṛṣṇaḥ,Dark-complexioned
551,दृढः,dṛḍhaḥ,The firm
552,संकर्षणोऽच्युतः,saṃkarṣaṇo’cyutaḥ,He who absorbs the whole creation into His nature and never falls away from that nature
553,वरुणः,varuṇaḥ,One who sets on the horizon (Sun)
554,वारुणः,vāruṇaḥ,The son of Varuna (Vasistha or Agastya)
555,वृक्षः,vṛkṣaḥ,The tree
556,पुष्कराक्षः,puṣkarākṣaḥ,Lotus eyed
557,महामनः,mahāmanaḥ,Great-minded
558,भगवान्,bhagavān,One who possesses six opulences
559,भगहा,bhagahā,One who destroys the six opulences during pralaya
560,आनन्दी,ānandī,One who gives delight
561,वनमाली,vanamālī,One who wears a garland of forest flowers
562,हलायुधः,halāyudhaḥ,One who has a plough as His weapon
563,आदित्यः,ādityaḥ,Son of Aditi
564,ज्योतिरादित्यः,jyotirādityaḥ,The resplendence of the sun
565,सहिष्णुः,sahiṣṇuḥ,One who calmly endures duality
566,गतिसत्तमः,gatisattamaḥ,The ultimate refuge for all devotees
567,सुधन्वा,sudhanvā,One who has Shaarnga
568,खण्डपरशु:,khaṇḍaparaśu:,One who holds an axe
569,दारुणः,dāruṇaḥ,Merciless towards the unrighteous
570,द्रविणप्रदः,draviṇapradaḥ,One who lavishly gives wealth
571,दिवःस्पृक्,divaḥspṛk,Sky-reaching
572,सर्वदृग्व्यासः,sarvadṛgvyāsaḥ,One who creates many men of wisdom
573,वाचस्पतिरयोनिजः,vācaspatirayonijaḥ,One who is the master of all vidyas and who is unborn through a womb
574,त्रिसामा,trisāmā,"One who is glorified by Devas, Vratas and Saamans"
575,सामगः,sāmagaḥ,The singer of the sama songs
576,साम,sāma,The Sama Veda
577,निर्वाणम्,nirvāṇam,All-bliss
578,भेषजम्,bheṣajam,Medicine
579,भृषक्,bhṛṣak,Physician
580,संन्यासकृत्,saṃnyāsakṛt,Institutor of sannyasa
581,समः,samaḥ,Calm
582,शान्तः,śāntaḥ,Peaceful within
583,निष्ठा,niṣṭhā,Abode of all beings
584,शान्तिः,śāntiḥ,One whose very nature is peace
585,परायणम्,parāyaṇam,The way to liberation
586,शुभांगः,śubhāṃgaḥ,One who has the most beautiful form
587,शान्तिदः,śāntidaḥ,Giver of peace
588,स्रष्टा,sraṣṭā,Creator of all beings
589,कुमुदः,kumudaḥ,He who delights in the earth
590,कुवलेशयः,kuvaleśayaḥ,He who reclines in the waters
591,गोहितः,gohitaḥ,One who does welfare for cows
592,गोपतिः,gopatiḥ,Husband of the earth
593,गोप्ता,goptā,Protector of the universe
594,वृषभाक्षः,vṛṣabhākṣaḥ,One whose eyes rain fulfilment of desires
595,वृषप्रियः,vṛṣapriyaḥ,One who delights in dharma
596,अनिवर्ती,anivartī,One who never retreats
597,निवृतात्मा,nivṛtātmā,One who is fully restrained from all sense indulgences
598,संक्षेप्ता,saṃkṣeptā,The involver
599,क्षेमकृत्,kṣemakṛt,Doer of good
600,शिवः,śivaḥ,Auspiciousness
601,श्रीवत्सवत्साः,śrīvatsavatsāḥ,One who has sreevatsa on His chest
602,श्रीवासः,śrīvāsaḥ,Abode of Sree
603,श्रीपतिः,śrīpatiḥ,Lord of Laksmi
604,श्रीमतां वरः,śrīmatāṃ varaḥ,The best among glorious
605,श्रीदः,śrīdaḥ,Giver of opulence
606,श्रीशः,śrīśaḥ,The Lord of Sree
607,श्रीनिवासः,śrīnivāsaḥ,One who dwells in the good people
608,श्रीनिधिः,śrīnidhiḥ,The treasure of Sree
609,श्रीविभावनः,śrīvibhāvanaḥ,Distributor of Sree
610,श्रीधरः,śrīdharaḥ,Holder of Sree
611,श्रीकरः,śrīkaraḥ,One who gives Sree
612,श्रेयः,śreyaḥ,Liberation
613,श्रीमान्,śrīmān,Possessor of Sree
614,लोकत्रयाश्रयः,lokatrayāśrayaḥ,Shelter of the three worlds
615,स्वक्षः,svakṣaḥ,Beautiful-eyed
616,स्वङ्गः,svaṅgaḥ,Beautiful-limbed
617,शतानन्दः,śatānandaḥ,Of infinite varieties and joys
618,नन्दिः,nandiḥ,Infinite bliss
619,ज्योतिर्गणेश्वरः,jyotirgaṇeśvaraḥ,Lord of the luminaries in the cosmos
620,विजितात्मा,vijitātmā,One who has conquered the sense organs
621,विधेयात्मा,vidheyātmā,One who is ever available for the devotees to command in love
622,सत्कीर्तिः,satkīrtiḥ,One of pure fame
623,छिन्नसंशयः,chinnasaṃśayaḥ,One whose doubts are ever at rest
624,उदीर्णः,udīrṇaḥ,The great transcendent
625,सर्वतश्चक्षुः,sarvataścakṣuḥ,One who has eyes everywhere
626,अनीशः,anīśaḥ,One who has none to Lord over Him
627,शाश्वतः-स्थिरः,śāśvataḥ-sthiraḥ,One who is eternal and stable
628,भूशयः,bhūśayaḥ,One who rested on the ocean shore (Rama)
629,भूषणः,bhūṣaṇaḥ,One who adorns the world
630,भूतिः,bhūtiḥ,One who is pure existence
631,विशोकः,viśokaḥ,Sorrowless
632,शोकनाशनः,śokanāśanaḥ,Destroyer of sorrows
633,अर्चिष्मान्,arciṣmān,The effulgent
634,अर्चितः,arcitaḥ,One who is constantly worshipped by His devotees
635,कुम्भः,kumbhaḥ,The pot within whom everything is contained
636,विशुद्धात्मा,viśuddhātmā,One who has the purest soul
637,विशोधनः,viśodhanaḥ,The great purifier
638,अनिरुद्धः,aniruddhaḥ,He who is invincible by any enemy
639,अप्रतिरथः,apratirathaḥ,One who has no enemies to threaten Him
640,प्रद्युम्नः,pradyumnaḥ,Very rich
641,अमितविक्रमः,amitavikramaḥ,Of immeasurable prowess
642,कालनेमीनिहा,kālanemīnihā,Slayer of Kalanemi
643,वीरः,vīraḥ,The heroic victor
644,शौरी,śaurī,One who always has invincible prowess
645,शूरजनेश्वरः,śūrajaneśvaraḥ,Lord of the valiant
646,त्रिलोकात्मा,trilokātmā,The self of the three worlds
647,त्रिलोकेशः,trilokeśaḥ,The Lord of the three worlds
648,केशवः,keśavaḥ,One whose rays illumine the cosmos
649,केशिहा,keśihā,Killer of Keshi
650,हरिः,hariḥ,The creator
651,कामदेवः,kāmadevaḥ,The beloved Lord
652,कामपालः,kāmapālaḥ,The fulfiller of desires
653,कामी,kāmī,One who has fulfilled all His desires
654,कान्तः,kāntaḥ,Of enchanting form
655,कृतागमः,kṛtāgamaḥ,The author of the agama scriptures
656,अनिर्देश्यवपुः,anirdeśyavapuḥ,Of Indescribable form
657,विष्णुः,viṣṇuḥ,All-pervading
658,वीरः,vīraḥ,The courageous
659,अनन्तः,anantaḥ,Endless
660,धनञ्जयः,dhanañjayaḥ,One who gained wealth through conquest
661,ब्रह्मण्यः,brahmaṇyaḥ,Protector of Brahman (anything related to Narayana)
662,ब्रह्मकृत्,brahmakṛt,One who acts in Brahman
663,ब्रह्मा,brahmā,Creator
664,ब्रहम,brahama,Biggest
665,ब्रह्मविवर्धनः,brahmavivardhanaḥ,One who increases the Brahman
666,ब्रह्मविद्,brahmavid,One who knows Brahman
667,ब्राह्मणः,brāhmaṇaḥ,One who has realised Brahman
668,ब्रह्मी,brahmī,One who is with Brahma
669,ब्रह्मज्ञः,brahmajñaḥ,One who knows the nature of Brahman
670,ब्राह्मणप्रियः,brāhmaṇapriyaḥ,Dear to the brahmanas
671,महाकर्मः,mahākarmaḥ,Of great step
672,महाकर्मा,mahākarmā,One who performs great deeds
673,महातेजा,mahātejā,One of great resplendence
674,महोरगः,mahoragaḥ,The great serpent
675,महाक्रतुः,mahākratuḥ,The great sacrifice
676,महायज्वा,mahāyajvā,One who performed great yajnas
677,महायज्ञः,mahāyajñaḥ,The great yajna
678,महाहविः,mahāhaviḥ,The great offering
679,स्तव्यः,stavyaḥ,One who is the object of all praise
680,स्तवप्रियः,stavapriyaḥ,One who is invoked through prayer
681,स्तोत्रम्,stotram,The hymn
682,स्तुतिः,stutiḥ,The act of praise
683,स्तोता,stotā,One who adores or praises
684,रणप्रियः,raṇapriyaḥ,Lover of battles
685,पूर्णः,pūrṇaḥ,The complete
686,पूरयिता,pūrayitā,The fulfiller
687,पुण्यः,puṇyaḥ,The truly holy
688,पुण्यकीर्तिः,puṇyakīrtiḥ,Of Holy fame
689,अनामयः,anāmayaḥ,One who has no diseases
690,मनोजवः,manojavaḥ,Swift as the mind
691,तीर्थकरः,tīrthakaraḥ,The teacher of the tirthas
692,वसुरेताः,vasuretāḥ,He whose essence is golden
693,वसुप्रदः,vasupradaḥ,The free-giver of wealth
694,वसुप्रदः,vasupradaḥ,"The giver of salvation, the greatest wealth"
695,वासुदेवः,vāsudevaḥ,The son of Vasudeva
696,वसुः,vasuḥ,The refuge for all
697,वसुमना,vasumanā,One who is attentive to everything
698,हविः,haviḥ,The oblation
699,सद्गतिः,sadgatiḥ,The goal of good people
700,सत्कृतिः,satkṛtiḥ,One who is full of Good actions
701,सत्ता,sattā,One without a second
702,सद्भूतिः,sadbhūtiḥ,One who has rich glories
703,सत्परायणः,satparāyaṇaḥ,The Supreme goal for the good
704,शूरसेनः,śūrasenaḥ,One who has heroic and valiant armies
705,यदुश्रेष्ठः,yaduśreṣṭhaḥ,The best among the Yadava clan
706,सन्निवासः,sannivāsaḥ,The abode of the good
707,सुयामुनः,suyāmunaḥ,One who attended by the people dwelling on the banks of Yamuna
708,भूतावासः,bhūtāvāsaḥ,The dwelling place of the elements
709,वासुदेवः,vāsudevaḥ,One who envelops the world with Maya
710,सर्वासुनिलयः,sarvāsunilayaḥ,The abode of all life energies
711,अनलः,analaḥ,"One of unlimited wealth, power and glory"
712,दर्पहा,darpahā,The destroyer of pride in evil-minded people
713,दर्पदः,darpadaḥ,"One who creates pride, or an urge to be the best, among the righteous"
714,दृप्तः,dṛptaḥ,One who is drunk with Infinite bliss
715,दुर्धरः,durdharaḥ,The object of contemplation
716,अथापराजितः,athāparājitaḥ,The unvanquished
717,विश्वमूर्तिः,viśvamūrtiḥ,Of the form of the entire Universe
718,महामूर्तिः,mahāmūrtiḥ,The great form
719,दीप्तमूर्तिः,dīptamūrtiḥ,Of resplendent form
720,अमूर्तिमान्,amūrtimān,Having no form
721,अनेकमूर्तिः,anekamūrtiḥ,Multi-formed
722,अव्यक्तः,avyaktaḥ,Unmanifeset
723,शतमूर्तिः,śatamūrtiḥ,Of many forms
724,शताननः,śatānanaḥ,Many-faced
725,एकः,ekaḥ,The one
726,नैकः,naikaḥ,The many
727,सवः,savaḥ,The nature of the sacrifice
728,कः,kaḥ,One who is of the nature of bliss
729,किम्,kim,What (the one to be inquired into)
730,यत्,yat,Which
731,तत्,tat,That
732,पदमनुत्तमम्,padamanuttamam,The unequalled state of perfection
733,लोकबन्धुः,lokabandhuḥ,Friend of the world
734,लोकनाथः,lokanāthaḥ,Lord of the world
735,माधवः,mādhavaḥ,Born in the family of Madhu
736,भक्तवत्सलः,bhaktavatsalaḥ,One who loves His devotees
737,सुवर्णवर्णः,suvarṇavarṇaḥ,Golden-coloured
738,हेमांगः,hemāṃgaḥ,One who has limbs of gold
739,वरांगः,varāṃgaḥ,With beautiful limbs
740,चन्दनांगदी,candanāṃgadī,One who has attractive armlets
741,वीरहा,vīrahā,Destroyer of valiant heroes
742,विषमः,viṣamaḥ,Unequalled
743,शून्यः,śūnyaḥ,The void
744,घृताशी,ghṛtāśī,One who has no need for good wishes
745,अचलः,acalaḥ,Non-moving
746,चलः,calaḥ,Moving
747,अमानी,amānī,Without false vanity
748,मानदः,mānadaḥ,"One who causes, by His maya, false identification with the body"
749,मान्यः,mānyaḥ,One who is to be honoured
750,लोकस्वामी,lokasvāmī,Lord of the universe
751,त्रिलोकधृक्,trilokadhṛk,One who is the support of all the three worlds
752,सुमेधा,sumedhā,One who has pure intelligence
753,मेधजः,medhajaḥ,Born out of sacrifices
754,धन्यः,dhanyaḥ,Fortunate
755,सत्यमेधः,satyamedhaḥ,One whose intelligence never fails
756,धराधरः,dharādharaḥ,The sole support of the earth
757,तेजोवृषः,tejovṛṣaḥ,One who showers radiance
758,द्युतिधरः,dyutidharaḥ,One who bears an effulgent form
759,सर्वशस्त्रभृतां वरः,sarvaśastrabhṛtāṃ varaḥ,The best among those who wield weapons
760,प्रग्रहः,pragrahaḥ,Receiver of worship
761,निग्रहः,nigrahaḥ,The killer
762,व्यग्रः,vyagraḥ,One who is ever engaged in fulfilling the devotee's desires
763,नैकशृंगः,naikaśṛṃgaḥ,One who has many horns
764,गदाग्रजः,gadāgrajaḥ,One who is invoked through mantra
765,चतुर्मूर्तिः,caturmūrtiḥ,Four-formed
766,चतुर्बाहुः,caturbāhuḥ,Four-handed
767,चतुर्व्यूहः,caturvyūhaḥ,One who expresses Himself as the dynamic centre in the four vyoohas
768,चतुर्गतिः,caturgatiḥ,The ultimate goal of all four varnas and asramas
769,चतुरात्मा,caturātmā,Clear-minded
770,चतुर्भावः,caturbhāvaḥ,The source of the four
771,चतुर्वेदविद्,caturvedavid,Knower of all four vedas
772,एकपात्,ekapāt,One-footed (BG 10.42)
773,समावर्तः,samāvartaḥ,The efficient turner
774,निवृत्तात्मा,nivṛttātmā,One whose mind is turned away from sense indulgence
775,दुर्जयः,durjayaḥ,The invincible
776,दुरतिक्रमः,duratikramaḥ,One who is difficult to be disobeyed
777,दुर्लभः,durlabhaḥ,One who can be obtained with great efforts
778,दुर्गमः,durgamaḥ,One who is realised with great effort
779,दुर्गः,durgaḥ,Not easy to storm into
780,दुरावासः,durāvāsaḥ,Not easy to lodge
781,दुरारिहा,durārihā,Slayer of the asuras
782,शुभांगः,śubhāṃgaḥ,One with enchanting limbs
783,लोकसारंगः,lokasāraṃgaḥ,One who understands the universe
784,सुतन्तुः,sutantuḥ,Beautifully expanded
785,तन्तुवर्धनः,tantuvardhanaḥ,One who sustains the continuity of the drive for the family
786,इन्द्रकर्मा,indrakarmā,One who always performs gloriously auspicious actions
787,महाकर्मा,mahākarmā,One who accomplishes great acts
788,कृतकर्मा,kṛtakarmā,One who has fulfilled his acts
789,कृतागमः,kṛtāgamaḥ,Author of the Vedas
790,उद्भवः,udbhavaḥ,The ultimate source
791,सुन्दरः,sundaraḥ,Of unrivalled beauty
792,सुन्दः,sundaḥ,Of great mercy
793,रत्ननाभः,ratnanābhaḥ,Of beautiful navel
794,सुलोचनः,sulocanaḥ,One who has the most enchanting eyes
795,अर्कः,arkaḥ,One who is in the form of the sun
796,वाजसनः,vājasanaḥ,The giver of food
797,शृंगी,śṛṃgī,The horned one
798,जयन्तः,jayantaḥ,The conqueror of all enemies
799,सर्वविज्जयी,sarvavijjayī,One who is at once omniscient and victorious
800,सुवर्णबिन्दुः,suvarṇabinduḥ,With limbs radiant like gold
801,अक्षोभ्यः,akṣobhyaḥ,One who is ever unruffled
802,सर्ववागीश्वरेश्वरः,sarvavāgīśvareśvaraḥ,Lord of the Lord of speech
803,महाहृदः,mahāhṛdaḥ,One who is like a great refreshing swimming pool
804,महागर्तः,mahāgartaḥ,The great chasm
805,महाभूतः,mahābhūtaḥ,The great being
806,महानिधिः,mahānidhiḥ,The great abode
807,कुमुदः,kumudaḥ,One who gladdens the earth
808,कुन्दरः,kundaraḥ,The one who lifted the earth
809,कुन्दः,kundaḥ,One who is as attractive as Kunda flowers
810,पर्जन्यः,parjanyaḥ,He who is similar to rain-bearing clouds
811,पावनः,pāvanaḥ,One who ever purifies
812,अनिलः,anilaḥ,One who never slips
813,अमृतांशः,amṛtāṃśaḥ,One whose desires are never fruitless
814,अमृतवपुः,amṛtavapuḥ,He whose form is immortal
815,सर्वज्ञः,sarvajñaḥ,Omniscient
816,सर्वतोमुखः,sarvatomukhaḥ,One who has His face turned everywhere
817,सुलभः,sulabhaḥ,One who is readily available
818,सुव्रतः,suvrataḥ,One who has taken the most auspicious forms
819,सिद्धः,siddhaḥ,One who is perfection
820,शत्रुजित्,śatrujit,One who is ever victorious over His hosts of enemies
821,शत्रुतापनः,śatrutāpanaḥ,The scorcher of enemies
822,न्यग्रोधः,nyagrodhaḥ,The one who veils Himself with Maya
823,उदुम्बरः,udumbaraḥ,Nourishment of all living creatures
824,अश्वत्थः,aśvatthaḥ,Tree of life
825,चाणूरान्ध्रनिषूदनः,cāṇūrāndhraniṣūdanaḥ,The slayer of Canura
826,सहस्रार्चिः,sahasrārciḥ,He who has thousands of rays
827,सप्तजिह्वः,saptajihvaḥ,He who expresses himself as the seven tongues of fire (Types of agni)
828,सप्तैधाः,saptaidhāḥ,The seven effulgences in the flames
829,सप्तवाहनः,saptavāhanaḥ,One who has a vehicle of seven horses (sun)
830,अमूर्तिः,amūrtiḥ,Formless
831,अनघः,anaghaḥ,Sinless
832,अचिन्त्यः,acintyaḥ,Inconceivable
833,भयकृत्,bhayakṛt,Giver of fear
834,भयनाशनः,bhayanāśanaḥ,Destroyer of fear
835,अणुः,aṇuḥ,The subtlest
836,बृहत्,bṛhat,The greatest
837,कृशः,kṛśaḥ,"Delicate, lean"
838,स्थूलः,sthūlaḥ,One who is the fattest
839,गुणभृत्,guṇabhṛt,One who supports
840,निर्गुणः,nirguṇaḥ,Without any properties
841,महान्,mahān,The mighty
842,अधृतः,adhṛtaḥ,Without support
843,स्वधृतः,svadhṛtaḥ,Self-supported
844,स्वास्यः,svāsyaḥ,One who has an effulgent face
845,प्राग्वंशः,prāgvaṃśaḥ,One who has the most ancient ancestry
846,वंशवर्धनः,vaṃśavardhanaḥ,He who multiplies His family of descendants
847,भारभृत्,bhārabhṛt,One who carries the load of the universe
848,कथितः,kathitaḥ,One who is glorified in all scriptures
849,योगी,yogī,One who can be realised through yoga
850,योगीशः,yogīśaḥ,The king of yogis
851,सर्वकामदः,sarvakāmadaḥ,One who fulfils all desires of true devotees
852,आश्रमः,āśramaḥ,Haven
853,श्रमणः,śramaṇaḥ,One who persecutes the worldly people
854,क्षामः,kṣāmaḥ,One who destroys everything
855,सुपर्णः,suparṇaḥ,The golden leaf (Vedas) BG 15.1
856,वायुवाहनः,vāyuvāhanaḥ,The mover of the winds
857,धनुर्धरः,dhanurdharaḥ,The wielder of the bow
858,धनुर्वेदः,dhanurvedaḥ,One who declared the science of archery
859,दण्डः,daṇḍaḥ,One who punishes the wicked
860,दमयिता,damayitā,The controller
861,दमः,damaḥ,Beautitude in the self
862,अपराजितः,aparājitaḥ,One who cannot be defeated
863,सर्वसहः,sarvasahaḥ,One who carries the entire Universe
864,अनियन्ता,aniyantā,One who has no controller
865,नियमः,niyamaḥ,One who is not under anyone's laws
866,अयमः,ayamaḥ,One who knows no death
867,सत्त्ववान्,sattvavān,One who is full of exploits and courage
868,सात्त्विकः,sāttvikaḥ,One who is full of sattvic qualities
869,सत्यः,satyaḥ,Truth
870,सत्यधर्मपराक्रमः,satyadharmaparākramaḥ,One who is the very abode of truth and dharma
871,अभिप्रायः,abhiprāyaḥ,One who is faced by all seekers marching to the infinite
872,प्रियार्हः,priyārhaḥ,One who deserves all our love
873,अर्हः,arhaḥ,One who deserves to be worshiped
874,प्रियकृत्,priyakṛt,One who is ever-obliging in fulfilling our wishes
875,प्रीतिवर्धनः,prītivardhanaḥ,One who increases joy in the devotee's heart
876,विहायसगतिः,vihāyasagatiḥ,One who travels in space
877,ज्योतिः,jyotiḥ,Self-effulgent
878,सुरुचिः,suruciḥ,Whose desire manifests as the universe
879,हुतभुक्,hutabhuk,One who enjoys all that is offered in yajna
880,विभुः,vibhuḥ,All-pervading
881,रविः,raviḥ,One who dries up everything
882,विरोचनः,virocanaḥ,One who shines in different forms
883,सूर्यः,sūryaḥ,The one source from where everything is born
884,सविता,savitā,The one who brings forth the Universe from Himself
885,रविलोचनः,ravilocanaḥ,One whose eye is the sun
886,अनन्तः,anantaḥ,Endless
887,हुतभुक्,hutabhuk,One who accepts oblations
888,भोक्ता,bhoktā,One who enjoys
889,सुखदः,sukhadaḥ,Giver of bliss to those who are liberated
890,नैकजः,naikajaḥ,One who is born many times
891,अग्रजः,agrajaḥ,The first amongst eternal [ Pradhana Purusha ]. Agra means first and ajah means never born. Both individual souls and Vishnu are eternal but Ishvara is Pradhana Taatva. Hence the word agra.
892,अनिर्विण्णः,anirviṇṇaḥ,One who feels no disappointment
893,सदामर्षी,sadāmarṣī,One who forgives the trespasses of His devotees
894,लोकाधिष्ठानम्,lokādhiṣṭhānam,The substratum of the universe
895,अद्भुतः,adbhutaḥ,Wonderful
896,सनात्,sanāt,The beginningless and endless factor
897,सनातनतमः,sanātanatamaḥ,The most ancient
898,कपिलः,kapilaḥ,The great sage Kapila
899,कपिः,kapiḥ,One who drinks water
900,अव्ययः,avyayaḥ,The one in whom the universe merges
901,स्वस्तिदः,svastidaḥ,Giver of Svasti
902,स्वस्तिकृत्,svastikṛt,One who robs all auspiciousness
903,स्वस्ति,svasti,One who is the source of all auspiciouness
904,स्वस्तिभुक्,svastibhuk,One who constantly enjoys auspiciousness
905,स्वस्तिदक्षिणः,svastidakṣiṇaḥ,Distributor of auspiciousness
906,अरौद्रः,araudraḥ,One who has no negative emotions or urges
907,कुण्डली,kuṇḍalī,One who wears shark earrings
908,चक्री,cakrī,Holder of the chakra
909,विक्रमी,vikramī,The most daring
910,ऊर्जितशासनः,ūrjitaśāsanaḥ,One who commands with His hand
911,शब्दातिगः,śabdātigaḥ,One who transcends all words
912,शब्दसहः,śabdasahaḥ,One who allows Himself to be invoked by Vedic declarations
913,शिशिरः,śiśiraḥ,"The cold season, winter"
914,शर्वरीकरः,śarvarīkaraḥ,Creator of darkness
915,अक्रूरः,akrūraḥ,Never cruel
916,पेशलः,peśalaḥ,One who is supremely soft
917,दक्षः,dakṣaḥ,Prompt
918,दक्षिणः,dakṣiṇaḥ,The most liberal
919,क्षमिणांवरः,kṣamiṇāṃvaraḥ,One who has the greatest amount of patience with sinners
920,विद्वत्तमः,vidvattamaḥ,One who has the greatest wisdom
921,वीतभयः,vītabhayaḥ,One with no fear
922,पुण्यश्रवणकीर्तनः,puṇyaśravaṇakīrtanaḥ,The hearing of whose glory causes holiness to grow
923,उत्तारणः,uttāraṇaḥ,One who lifts us out of the ocean of change
924,दुष्कृतिहा,duṣkṛtihā,Destroyer of bad actions
925,पुण्यः,puṇyaḥ,Supremely pure
926,दुःस्वप्ननाशनः,duḥsvapnanāśanaḥ,One who destroys all bad dreams
927,वीरहा,vīrahā,One who ends the passage from womb to womb
928,रक्षणः,rakṣaṇaḥ,Protector of the universe
929,सन्तः,santaḥ,One who is expressed through saintly men
930,जीवनः,jīvanaḥ,The life spark in all creatures
931,पर्यवस्थितः,paryavasthitaḥ,One who dwells everywhere
932,अनन्तरूपः,anantarūpaḥ,One of infinite forms
933,अनन्तश्रीः,anantaśrīḥ,Full of infinite glories
934,जितमन्युः,jitamanyuḥ,One who has no anger
935,भयापहः,bhayāpahaḥ,One who destroys all fears
936,चतुरश्रः,caturaśraḥ,One who deals squarely
937,गभीरात्मा,gabhīrātmā,Too deep to be fathomed
938,विदिशः,vidiśaḥ,One who is unique in His giving
939,व्यादिशः,vyādiśaḥ,One who is unique in His commanding power
940,दिशः,diśaḥ,One who advises and gives knowledge
941,अनादिः,anādiḥ,One who is the first cause
942,भूर्भूवः,bhūrbhūvaḥ,The substratum of the earth
943,लक्ष्मीः,lakṣmīḥ,The glory of the universe
944,सुवीरः,suvīraḥ,One who moves through various ways
945,रुचिरांगदः,rucirāṃgadaḥ,One who wears resplendent shoulder caps
946,जननः,jananaḥ,He who delivers all living creatures
947,जनजन्मादिः,janajanmādiḥ,The cause of the birth of all creatures
948,भीमः,bhīmaḥ,Terrible form
949,भीमपराक्रमः,bhīmaparākramaḥ,One whose prowess is fearful to His enemies
